timestamp,query_id,rank,match_id,final_confidence,visual_score,semantic_score,depth_score,geometric_score,num_inliers,is_invariant,label_jaccard,avg_iou,match_rate,overall_quality_score
2025-11-23 12:18:23,autumn_1136,3,winter_0606,0.7924,0.9080,0.6000,0.5000,1.0000,4,False,0.6000,0.0449,0.0000,0.2580
2025-11-23 12:18:23,autumn_1136,4,winter_0926,0.7902,0.8562,0.6667,0.5000,1.0000,4,False,0.6667,0.1099,0.0000,0.3440
2025-11-23 12:18:23,autumn_1136,5,winter_0930,0.7879,0.8484,0.6667,0.5000,1.0000,4,False,0.6667,0.0942,0.0000,0.3377
2025-11-23 12:59:27,autumn_1726,1,winter_0839,0.8380,0.8885,0.8571,0.5000,1.0000,4,False,0.8571,0.4032,0.4286,0.5899
2025-11-23 12:59:27,autumn_1726,2,winter_0078,0.8319,0.8684,0.8571,0.5000,1.0000,4,False,0.8571,0.3681,0.2857,0.5472
2025-11-23 12:59:27,autumn_1726,3,winter_0077,0.8318,0.8678,0.8571,0.5000,1.0000,4,False,0.8571,0.2413,0.2857,0.4965
2025-11-23 12:59:27,autumn_1726,4,winter_0084,0.8287,0.8576,0.8571,0.5000,1.0000,4,False,0.8571,0.2421,0.2857,0.4968
2025-11-23 12:59:27,autumn_1726,5,winter_1174,0.8280,0.8554,0.8571,0.5000,1.0000,4,False,0.8571,0.1602,0.0000,0.4070
2025-11-23 14:24:20,winter_0000,1,autumn_1104,0.8306,0.8799,0.8333,0.5000,1.0000,4,False,0.8333,0.0714,0.0000,0.3619
2025-11-23 14:24:20,winter_0000,2,autumn_0325,0.8305,0.8795,0.8333,0.5000,1.0000,4,False,0.8333,0.1426,0.0000,0.3904
2025-11-23 14:24:20,winter_0000,3,autumn_0735,0.8091,0.8636,0.7500,0.5000,1.0000,4,False,0.7500,0.2352,0.3333,0.4607
2025-11-23 14:24:20,winter_0000,4,autumn_0131,0.8085,0.8853,0.7143,0.5000,1.0000,4,False,0.7143,0.1784,0.1667,0.4190
2025-11-23 14:24:20,winter_0000,5,autumn_0072,0.8081,0.8842,0.7143,0.5000,1.0000,9,False,0.7143,0.1720,0.1667,0.4164
2025-11-23 15:24:41,winter_0309,1,autumn_0894,0.5587,0.8622,1.0000,0.5000,0.0000,0,False,1.0000,0.2486,0.0000,0.4994
2025-11-23 15:24:41,winter_0309,2,autumn_1124,0.5570,0.8567,1.0000,0.5000,0.0000,0,False,1.0000,0.2155,0.0000,0.4862
2025-11-23 15:24:41,winter_0309,3,autumn_1144,0.5563,0.8542,1.0000,0.5000,0.0000,0,False,1.0000,0.2104,0.1667,0.5175
2025-11-23 15:24:41,winter_0309,4,autumn_1604,0.5301,0.8622,0.8571,0.5000,0.0000,0,False,0.8571,0.1963,0.1667,0.4547
2025-11-23 15:24:41,winter_0309,5,autumn_1609,0.5296,0.8606,0.8571,0.5000,0.0000,0,False,0.8571,0.2303,0.1667,0.4683
2025-11-23 16:52:15,winter_0491,1,autumn_1147,0.8603,0.8678,1.0000,0.5000,1.0000,4,False,1.0000,0.0100,0.0000,0.4040
2025-11-23 16:52:15,winter_0491,2,autumn_1128,0.8314,0.8825,0.8333,0.5000,1.0000,4,False,0.8333,0.1489,0.0000,0.3929
2025-11-23 16:52:15,winter_0491,3,autumn_1429,0.8296,0.8766,0.8333,0.5000,1.0000,4,False,0.8333,0.2513,0.0000,0.4338
2025-11-23 16:52:15,winter_0491,4,autumn_1146,0.8276,0.8697,0.8333,0.5000,1.0000,4,False,0.8333,0.0791,0.0000,0.3650
2025-11-23 16:52:15,winter_0491,5,autumn_1655,0.8216,0.8498,0.8333,0.5000,1.0000,4,False,0.8333,0.2438,0.0000,0.4309
2025-11-23 18:20:02,winter_0797,1,autumn_1689,0.8405,0.8757,0.8889,0.5000,1.0000,4,False,0.8889,0.2388,0.1250,0.4761
2025-11-23 18:20:02,winter_0797,2,autumn_1690,0.8399,0.8737,0.8889,0.5000,1.0000,4,False,0.8889,0.1930,0.1250,0.4578
2025-11-23 18:20:02,winter_0797,3,autumn_0731,0.8370,0.8639,0.8889,0.5000,1.0000,4,False,0.8889,0.2096,0.1250,0.4644
2025-11-23 18:20:02,winter_0797,4,autumn_1706,0.8368,0.8633,0.8889,0.5000,1.0000,4,False,0.8889,0.2064,0.1250,0.4631
2025-11-23 18:20:02,winter_0797,5,autumn_1578,0.8365,0.8624,0.8889,0.5000,1.0000,4,False,0.8889,0.3070,0.1250,0.5034
2025-11-23 19:33:35,winter_1109,1,autumn_1587,0.8457,0.8930,0.8889,0.5000,1.0000,6,False,0.8889,0.2617,0.2500,0.5102
2025-11-23 19:33:35,winter_1109,2,autumn_0734,0.8451,0.8910,0.8889,0.5000,1.0000,4,False,0.8889,0.2350,0.1250,0.4746
2025-11-23 19:33:35,winter_1109,3,autumn_1590,0.8450,0.8909,0.8889,0.5000,1.0000,4,False,0.8889,0.2593,0.2500,0.5093
2025-11-23 19:33:35,winter_1109,4,autumn_1574,0.8450,0.8909,0.8889,0.5000,1.0000,4,False,0.8889,0.2597,0.2500,0.5094
2025-11-23 19:33:35,winter_1109,5,autumn_1592,0.8449,0.8905,0.8889,0.5000,1.0000,4,False,0.8889,0.3908,0.5000,0.6119
